year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
2013,7,23,4,16,25,1001,8.04,0,0,59,
2013,7,23,5,17,24,1002,9.83,0,0,49,
2013,7,23,6,17,23,1002,12.96,0,0,53,
2013,7,23,7,18,23,1002,16.98,0,0,59,
2013,7,23,8,18,25,1002,1.79,0,0,44,
2013,7,23,9,17,26,1001,4.92,0,0,27,
2013,7,23,10,16,28,1001,4.02,0,0,23,
2013,7,23,11,15,29,1000,3.13,0,0,18,
2013,7,23,12,16,30,1000,3.13,0,0,22,
2013,7,23,13,17,31,999,3.13,0,0,24,
2013,7,23,14,17,32,998,3.13,0,0,28,
2013,7,23,15,18,32,997,7.15,0,0,26,
2013,7,23,16,17,31,997,12.07,0,0,31,
2013,7,23,17,17,31,996,16.99,0,0,31,
2013,7,23,18,18,30,997,21.91,0,0,33,
2013,7,23,19,18,29,998,25.93,0,0,41,
2013,7,23,20,18,28,998,29.95,0,0,40,
2013,7,23,21,19,27,999,33.08,0,0,46,
2013,7,23,22,19,25,999,34.87,0,0,46,
2013,7,23,23,19,25,999,36.66,0,0,48,
2013,7,24,0,19,24,999,38.45,0,0,58,
2013,7,24,1,20,23,998,0.89,0,0,64,
2013,7,24,2,20,22,998,0.89,0,0,70,
2013,7,24,3,19,21,999,0.89,0,0,75,
2013,7,24,4,20,22,999,1.78,0,0,72,
2013,7,24,5,19,21,1000,3.57,0,0,80,
2013,7,24,6,20,22,1000,7.59,0,0,79,
2013,7,24,7,20,25,1000,11.61,0,0,72,
2013,7,24,8,20,28,1001,13.4,0,0,62,
2013,7,24,9,19,30,1001,0.89,0,0,51,
2013,7,24,10,19,33,1000,1.78,0,0,28,
2013,7,24,11,17,34,1000,2.67,0,0,17,
2013,7,24,12,13,35,1000,4.92,0,0,12,
2013,7,24,13,11,37,999,10.73,0,0,13,
2013,7,24,14,12,37,999,15.65,0,0,12,
2013,7,24,15,11,37,998,21.46,0,0,15,
2013,7,24,16,12,37,998,28.61,0,0,14,
2013,7,24,17,12,37,998,34.42,0,0,17,
2013,7,24,18,12,37,998,38.44,0,0,18,
2013,7,24,19,12,36,998,42.46,0,0,17,
2013,7,24,20,14,33,999,44.25,0,0,17,
2013,7,24,21,19,28,999,0.89,0,0,29,
2013,7,24,22,18,27,1000,1.79,0,0,40,
2013,7,24,23,18,26,1000,0.89,0,0,48,
2013,7,25,0,19,26,1000,1.78,0,0,38,
2013,7,25,1,20,25,1000,1.79,0,0,26,
2013,7,25,2,19,24,1000,3.13,0,0,36,
2013,7,25,3,18,23,1000,7.15,0,0,30,
2013,7,25,4,18,24,1000,10.28,0,0,18,
2013,7,25,5,17,24,1001,12.07,0,0,23,
2013,7,25,6,17,25,1001,16.09,0,0,18,
2013,7,25,7,17,27,1001,20.11,0,0,17,
2013,7,25,8,17,29,1002,23.24,0,0,18,
2013,7,25,9,17,30,1002,27.26,0,0,17,
2013,7,25,10,16,32,1002,4.02,0,0,24,
2013,7,25,11,14,34,1002,1.79,0,0,19,
2013,7,25,12,14,35,1002,1.79,0,0,22,
2013,7,25,13,14,35,1001,1.79,0,0,17,
2013,7,25,14,14,36,1001,4.02,0,0,20,
2013,7,25,15,15,36,1000,7.15,0,0,30,
2013,7,25,16,15,35,1000,12.07,0,0,32,
2013,7,25,17,14,35,1000,16.09,0,0,30,
2013,7,25,18,17,33,1000,21.01,0,0,48,
2013,7,25,19,19,31,1000,25.03,0,0,74,
2013,7,25,20,19,30,1001,29.05,0,0,66,
2013,7,25,21,17,29,1002,33.97,0,0,69,
2013,7,25,22,18,28,1003,35.76,0,0,53,
2013,7,25,23,17,27,1003,38.89,0,0,49,
2013,7,26,0,17,26,1003,40.68,0,0,43,
2013,7,26,1,18,26,1003,42.47,0,0,42,
2013,7,26,2,19,26,1003,45.6,0,0,40,
2013,7,26,3,18,26,1003,48.73,0,0,32,
2013,7,26,4,18,26,1003,50.52,0,0,41,
2013,7,26,5,19,26,1003,0.89,0,0,40,
2013,7,26,6,18,26,1003,0.89,0,0,41,
2013,7,26,7,17,26,1003,2.68,0,0,55,
2013,7,26,8,18,27,1003,0.89,0,0,55,
2013,7,26,9,17,28,1004,1.78,0,0,54,
2013,7,26,10,19,28,1004,3.13,0,0,53,
2013,7,26,11,18,27,1004,6.26,0,1,56,
2013,7,26,12,19,23,1004,8.05,0,2,59,
2013,7,26,13,21,24,1004,0.89,0,3,46,
2013,7,26,14,20,25,1003,4.92,0,0,56,
2013,7,26,15,20,25,1003,8.94,0,0,71,
2013,7,26,16,21,25,1003,12.96,0,0,69,
2013,7,26,17,21,27,1002,16.09,0,0,56,
2013,7,26,18,21,27,1002,17.88,0,0,56,
2013,7,26,19,20,26,1002,21.9,0,0,62,
2013,7,26,20,20,25,1002,23.69,0,0,66,
2013,7,26,21,21,26,1002,0.89,0,0,62,
2013,7,26,22,21,26,1002,1.79,0,0,71,
2013,7,26,23,21,25,1002,0.89,0,0,71,
2013,7,27,0,21,25,1002,1.79,0,0,74,
2013,7,27,1,22,25,1002,2.68,0,0,85,
2013,7,27,2,21,25,1002,3.13,0,1,76,
2013,7,27,3,22,24,1001,0.89,0,0,80,
2013,7,27,4,21,24,1001,1.79,0,0,83,
2013,7,27,5,22,24,1001,0.89,0,0,89,
2013,7,27,6,22,25,1001,2.68,0,0,87,
2013,7,27,7,22,24,1001,4.47,0,1,90,
2013,7,27,8,22,24,1001,0.89,0,2,88,
2013,7,27,9,22,24,1001,1.78,0,3,80,
2013,7,27,10,22,24,1001,2.67,0,4,87,
2013,7,27,11,22,24,1000,1.79,0,5,88,
2013,7,27,12,22,24,1000,3.58,0,6,94,
2013,7,27,13,23,25,1000,4.47,0,7,103,
2013,7,27,14,23,25,1000,0.89,0,0,104,
2013,7,27,15,23,25,999,0.89,0,1,118,
2013,7,27,16,23,25,999,2.68,0,0,119,
2013,7,27,17,23,25,999,4.47,0,0,112,
2013,7,27,18,23,25,1000,0.89,0,0,128,
2013,7,27,19,23,25,999,1.78,0,0,149,
2013,7,27,20,22,25,1000,2.67,0,0,145,
2013,7,27,21,23,25,1000,3.56,0,0,164,
2013,7,27,22,23,25,1000,1.79,0,0,156,
2013,7,27,23,22,24,1000,0.89,0,0,179,
2013,7,28,0,22,24,999,0.89,0,0,171,
2013,7,28,1,21,23,999,0.45,0,0,178,
2013,7,28,2,22,24,999,3.13,0,0,138,
2013,7,28,3,22,24,999,0.89,0,0,141,
2013,7,28,4,22,24,999,3.13,0,0,131,
2013,7,28,5,21,23,1000,6.26,0,0,103,
2013,7,28,6,21,23,1000,9.39,0,0,89,
2013,7,28,7,23,25,1000,12.52,0,0,93,
2013,7,28,8,21,28,1001,1.79,0,0,62,
2013,7,28,9,21,29,1001,0.89,0,0,48,
2013,7,28,10,19,30,1001,1.79,0,0,32,
2013,7,28,11,18,32,1001,1.79,0,0,32,
2013,7,28,12,16,34,1001,3.13,0,0,23,
2013,7,28,13,16,36,1000,6.26,0,0,20,
2013,7,28,14,15,37,999,4.02,0,0,28,
2013,7,28,15,15,37,999,4.02,0,0,20,
2013,7,28,16,15,38,999,7.15,0,0,22,
2013,7,28,17,15,38,998,10.28,0,0,31,
2013,7,28,18,17,36,998,4.92,0,0,25,
2013,7,28,19,18,34,999,8.94,0,0,26,
2013,7,28,20,19,32,999,12.07,0,0,27,
2013,7,28,21,16,32,1000,16.09,0,0,30,
2013,7,28,22,19,29,1000,17.88,0,0,33,
2013,7,28,23,21,27,1000,0.89,0,0,33,
2013,7,29,0,21,27,1000,1.79,0,0,36,
2013,7,29,1,22,27,1000,1.79,0,0,38,
2013,7,29,2,22,26,1000,3.58,0,0,49,
2013,7,29,3,22,26,1000,0.89,0,0,91,
2013,7,29,4,22,26,999,1.78,0,0,79,
2013,7,29,5,22,26,1000,2.67,0,0,72,
2013,7,29,6,23,26,1000,3.56,0,0,69,
2013,7,29,7,23,28,1000,0.89,0,0,70,
2013,7,29,8,22,28,1000,0.89,0,0,74,
2013,7,29,9,23,29,1000,1.78,0,0,76,
2013,7,29,10,23,29,1000,0.89,0,0,81,
2013,7,29,11,23,29,1001,4.91,0,0,87,
2013,7,29,12,21,31,1001,4.02,0,1,78,
2013,7,29,13,23,30,1001,3.13,0,0,69,
2013,7,29,14,23,31,1000,4.92,0,0,84,
2013,7,29,15,21,32,999,0.89,0,0,55,
2013,7,29,16,22,31,998,1.78,0,0,54,
2013,7,29,17,23,31,998,0.89,0,0,53,
2013,7,29,18,23,30,998,2.68,0,0,40,
2013,7,29,19,23,30,998,4.47,0,0,50,
2013,7,29,20,22,28,999,6.26,0,0,60,
2013,7,29,21,19,29,999,10.28,0,0,59,
2013,7,29,22,21,28,999,12.07,0,0,70,
2013,7,29,23,21,27,1000,13.86,0,0,98,
2013,7,30,0,22,25,999,14.75,0,0,106,
2013,7,30,1,22,24,998,0.89,0,0,99,
2013,7,30,2,21,24,997,1.79,0,0,96,
2013,7,30,3,21,24,997,0.89,0,0,115,
2013,7,30,4,21,24,997,1.79,0,0,77,
2013,7,30,5,21,23,997,0.45,0,0,125,
2013,7,30,6,21,23,998,0.89,0,0,128,
2013,7,30,7,23,25,998,0.89,0,0,135,
2013,7,30,8,22,26,999,1.79,0,0,139,
2013,7,30,9,23,28,999,3.58,0,0,142,
2013,7,30,10,23,30,998,0.89,0,0,132,
2013,7,30,11,23,31,998,1.78,0,0,104,
2013,7,30,12,21,32,997,1.79,0,0,114,
2013,7,30,13,22,33,997,3.58,0,0,128,
2013,7,30,14,21,33,996,3.13,0,0,96,
2013,7,30,15,21,34,996,3.13,0,0,69,
2013,7,30,16,20,34,995,6.26,0,0,65,
2013,7,30,17,20,34,995,11.18,0,0,55,
2013,7,30,18,21,33,995,15.2,0,0,51,
2013,7,30,19,21,31,996,19.22,0,0,74,
2013,7,30,20,22,30,996,22.35,0,0,99,
2013,7,30,21,22,29,997,24.14,0,0,99,
2013,7,30,22,23,28,998,25.93,0,0,82,
2013,7,30,23,23,28,999,27.72,0,0,96,
2013,7,31,0,19,22,1001,8.94,0,2,76,
2013,7,31,1,19,22,1001,10.73,0,3,18,
2013,7,31,2,19,22,999,4.02,0,4,19,
2013,7,31,3,19,23,998,4.02,0,0,22,
2013,7,31,4,19,23,999,7.15,0,0,20,
2013,7,31,5,19,23,999,10.28,0,0,20,
2013,7,31,6,19,22,999,0.45,0,0,25,
2013,7,31,7,20,23,1000,0.89,0,0,29,
2013,7,31,8,20,24,1000,2.68,0,0,40,
2013,7,31,9,20,26,1000,4.47,0,0,34,
2013,7,31,10,21,28,1000,1.79,0,0,34,
2013,7,31,11,19,29,1000,1.79,0,0,42,
2013,7,31,12,19,31,999,3.58,0,0,35,
2013,7,31,13,19,32,999,6.71,0,0,47,
2013,7,31,14,19,32,999,9.84,0,0,54,
2013,7,31,15,22,32,998,13.86,0,0,67,
2013,7,31,16,22,32,998,16.99,0,0,69,
2013,7,31,17,23,32,998,20.12,0,0,81,
2013,7,31,18,22,31,997,23.25,0,0,88,
2013,7,31,19,23,30,998,0.89,0,0,106,
2013,7,31,20,18,24,1000,9.83,0,1,85,
2013,7,31,21,20,23,1002,15.64,0,2,31,
2013,7,31,22,20,23,1003,3.13,0,3,24,
2013,7,31,23,20,22,1002,7.15,0,4,33,
2013,8,1,0,20,22,1001,1.79,0,0,36,
2013,8,1,1,20,22,1001,4.92,0,0,36,
2013,8,1,2,19,21,1001,1.79,0,0,31,
2013,8,1,3,19,21,1001,0.45,0,0,31,
2013,8,1,4,19,21,1001,0.89,0,0,38,
2013,8,1,5,19,21,1001,0.89,0,0,42,
2013,8,1,6,19,22,1002,3.13,0,0,37,
2013,8,1,7,20,23,1002,1.79,0,0,34,
2013,8,1,8,20,24,1003,1.79,0,0,39,
2013,8,1,9,20,25,1004,4.92,0,0,42,
2013,8,1,10,20,24,1004,6.71,0,1,41,
2013,8,1,11,20,25,1004,0.89,0,2,39,
2013,8,1,12,19,24,1005,4.02,0,3,42,
2013,8,1,13,20,23,1004,5.81,0,4,45,
2013,8,1,14,21,24,1004,0.89,0,0,39,
2013,8,1,15,21,24,1003,3.13,0,0,46,
2013,8,1,16,20,24,1004,6.26,0,0,42,
2013,8,1,17,19,26,1003,0.89,0,0,45,
2013,8,1,18,20,26,1002,1.79,0,0,56,
2013,8,1,19,20,25,1003,3.58,0,0,62,
2013,8,1,20,20,23,1004,0.89,0,0,59,
2013,8,1,21,20,22,1005,0.45,0,0,55,
2013,8,1,22,20,22,1006,1.34,0,0,68,
2013,8,1,23,20,22,1006,1.79,0,0,73,
2013,8,2,0,20,22,1005,2.68,0,0,76,
2013,8,2,1,20,22,1005,3.57,0,0,80,
2013,8,2,2,20,22,1005,4.46,0,0,84,
2013,8,2,3,20,21,1004,1.79,0,0,90,
2013,8,2,4,20,22,1005,0.89,0,0,79,
2013,8,2,5,19,21,1005,1.79,0,0,69,
2013,8,2,6,19,21,1005,0.45,0,0,63,
2013,8,2,7,20,23,1006,4.02,0,0,61,
2013,8,2,8,21,24,1006,7.15,0,0,55,
2013,8,2,9,21,26,1006,8.94,0,0,65,
2013,8,2,10,21,27,1006,0.89,0,0,68,
2013,8,2,11,20,29,1006,1.78,0,0,74,
2013,8,2,12,21,30,1006,2.67,0,0,72,
2013,8,2,13,21,30,1006,3.56,0,0,70,
2013,8,2,14,21,30,1006,1.79,0,0,81,
2013,8,2,15,20,31,1005,3.58,0,0,88,
2013,8,2,16,22,30,1004,6.71,0,0,89,
2013,8,2,17,21,30,1005,9.84,0,0,107,
2013,8,2,18,20,29,1005,7.15,0,1,102,
2013,8,2,19,19,27,1004,3.13,0,0,48,
2013,8,2,20,20,28,1004,4.02,0,0,47,
2013,8,2,21,16,26,1005,4.02,0,0,36,
2013,8,2,22,17,23,1004,3.13,0,0,38,
2013,8,2,23,17,26,1006,3.13,0,0,61,
2013,8,3,0,17,26,1006,1.79,0,0,32,
2013,8,3,1,15,26,1006,3.13,0,0,32,
2013,8,3,2,18,22,1005,0.89,0,0,26,
2013,8,3,3,15,25,1005,4.02,0,0,19,
2013,8,3,4,17,22,1003,1.79,0,0,25,
2013,8,3,5,17,23,1003,0.89,0,0,38,
2013,8,3,6,16,23,1003,4.92,0,0,27,
2013,8,3,7,17,23,1004,6.71,0,0,18,
2013,8,3,8,18,26,1004,1.79,0,0,21,
2013,8,3,9,18,29,1004,1.79,0,0,26,
2013,8,3,10,17,29,1004,1.79,0,0,25,
2013,8,3,11,17,30,1004,1.79,0,0,25,
2013,8,3,12,16,31,1004,3.13,0,0,28,
2013,8,3,13,16,32,1003,4.92,0,0,32,
2013,8,3,14,17,32,1002,6.71,0,0,28,
2013,8,3,15,14,33,1002,10.73,0,0,28,
2013,8,3,16,16,32,1002,15.65,0,0,27,
2013,8,3,17,17,32,1001,20.57,0,0,30,
2013,8,3,18,18,31,1001,25.49,0,0,29,
2013,8,3,19,19,28,1001,29.51,0,0,37,
2013,8,3,20,19,27,1001,32.64,0,0,55,
2013,8,3,21,20,27,1003,35.77,0,0,62,
2013,8,3,22,20,26,1003,36.66,0,0,57,
2013,8,3,23,20,27,1003,39.79,0,0,63,
2013,8,4,0,21,26,1002,42.92,0,0,76,
2013,8,4,1,21,26,1002,0.89,0,0,75,
2013,8,4,2,21,25,1001,1.79,0,0,84,
2013,8,4,3,21,24,1001,1.79,0,0,90,
2013,8,4,4,21,23,1001,0.89,0,0,86,
2013,8,4,5,20,23,1001,1.78,0,0,100,
2013,8,4,6,21,23,1001,2.67,0,0,103,
2013,8,4,7,22,25,1001,0.89,0,0,109,
2013,8,4,8,22,26,1001,0.89,0,0,110,
2013,8,4,9,22,28,1002,1.79,0,0,107,
2013,8,4,10,21,30,1001,3.13,0,0,63,
2013,8,4,11,21,30,1000,4.92,0,0,66,
2013,8,4,12,19,31,1000,6.71,0,0,58,
2013,8,4,13,20,32,999,8.5,0,0,76,
2013,8,4,14,21,33,998,10.29,0,0,80,
2013,8,4,15,21,33,997,13.42,0,0,75,
2013,8,4,16,22,33,997,16.55,0,0,62,
2013,8,4,17,23,32,996,20.57,0,0,96,
2013,8,4,18,23,31,996,24.59,0,0,122,
2013,8,4,19,24,31,996,28.61,0,0,169,
2013,8,4,20,19,20,1000,5.81,0,1,144,
2013,8,4,21,19,21,1000,10.73,0,2,21,
2013,8,4,22,19,21,1000,3.13,0,0,21,
2013,8,4,23,19,22,1000,6.26,0,1,28,
2013,8,5,0,19,22,999,0.89,0,2,31,
2013,8,5,1,19,21,999,1.79,0,0,38,
2013,8,5,2,19,21,999,1.79,0,0,42,
2013,8,5,3,19,21,998,1.79,0,0,48,
2013,8,5,4,18,20,998,1.79,0,0,54,
2013,8,5,5,18,20,998,2.68,0,0,62,
2013,8,5,6,18,20,998,4.47,0,0,50,
2013,8,5,7,19,22,998,6.26,0,0,55,
2013,8,5,8,19,23,999,8.05,0,0,46,
2013,8,5,9,19,26,999,9.84,0,0,39,
2013,8,5,10,19,27,998,1.79,0,0,35,
2013,8,5,11,18,28,999,3.58,0,0,35,
2013,8,5,12,19,30,998,1.79,0,0,35,
2013,8,5,13,19,31,998,0.89,0,0,41,
2013,8,5,14,18,32,997,1.78,0,0,41,
2013,8,5,15,20,32,997,1.79,0,0,46,
2013,8,5,16,19,32,997,3.58,0,0,54,
2013,8,5,17,20,32,996,6.71,0,0,57,
2013,8,5,18,21,31,996,9.84,0,0,55,
2013,8,5,19,20,29,997,12.97,0,0,43,
2013,8,5,20,20,27,997,14.76,0,0,34,
2013,8,5,21,21,26,998,16.55,0,0,40,
2013,8,5,22,21,26,998,17.44,0,0,39,
2013,8,5,23,22,25,998,0.89,0,0,46,
2013,8,6,0,22,25,998,2.68,0,0,55,
2013,8,6,1,22,25,999,1.79,0,0,69,
2013,8,6,2,22,25,998,3.58,0,0,71,
2013,8,6,3,22,25,998,5.37,0,0,80,
2013,8,6,4,22,25,999,0.89,0,0,86,
2013,8,6,5,22,25,998,1.79,0,0,90,
2013,8,6,6,22,25,999,3.58,0,0,94,
2013,8,6,7,22,26,999,0.89,0,0,116,
2013,8,6,8,22,26,1000,1.78,0,0,124,
2013,8,6,9,23,27,1000,2.67,0,0,130,
2013,8,6,10,23,27,1000,3.56,0,0,139,
2013,8,6,11,24,29,1000,1.79,0,0,127,
2013,8,6,12,24,30,1000,1.79,0,0,130,
2013,8,6,13,25,32,999,0.89,0,0,143,
2013,8,6,14,25,32,998,1.79,0,0,138,
2013,8,6,15,24,32,998,4.92,0,0,130,
2013,8,6,16,25,32,998,8.94,0,0,128,
2013,8,6,17,24,32,998,12.07,0,0,122,
2013,8,6,18,25,31,998,15.2,0,0,128,
2013,8,6,19,26,31,999,18.33,0,0,147,
2013,8,6,20,26,30,999,21.46,0,0,154,
2013,8,6,21,26,29,1000,23.25,0,0,168,
2013,8,6,22,26,30,1000,0.89,0,0,169,
2013,8,6,23,26,30,1000,3.13,0,0,177,
2013,8,7,0,23,27,1001,5.81,0,0,151,
2013,8,7,1,22,26,1001,4.02,0,0,36,
2013,8,7,2,21,25,1003,9.83,0,1,40,
2013,8,7,3,21,25,1002,3.13,0,0,33,
2013,8,7,4,21,24,1002,0.89,0,0,37,
2013,8,7,5,21,24,1002,3.13,0,0,48,
2013,8,7,6,21,24,1002,0.89,0,0,43,
2013,8,7,7,21,24,1002,1.78,0,1,45,
2013,8,7,8,22,25,1002,0.89,0,0,43,
2013,8,7,9,22,28,1003,3.13,0,0,39,
2013,8,7,10,22,29,1002,6.26,0,0,37,
2013,8,7,11,21,29,1003,1.79,0,0,43,
2013,8,7,12,20,30,1003,4.02,0,0,34,
2013,8,7,13,21,29,1003,8.04,0,0,24,
2013,8,7,14,22,29,1002,11.17,0,0,27,
2013,8,7,15,20,27,1003,19.22,0,1,26,
2013,8,7,16,19,26,1002,26.37,0,2,19,
2013,8,7,17,19,25,1002,30.39,0,3,18,
2013,8,7,18,19,25,1002,35.31,0,4,23,
2013,8,7,19,19,23,1001,39.33,0,0,23,
2013,8,7,20,19,23,1000,42.46,0,1,32,
2013,8,7,21,19,24,1002,45.59,0,0,23,
2013,8,7,22,18,24,1001,48.72,0,0,23,
2013,8,7,23,19,23,1001,51.85,0,0,16,
2013,8,8,0,19,23,1001,53.64,0,0,21,
2013,8,8,1,19,23,1000,55.43,0,0,18,
2013,8,8,2,19,23,1000,1.79,0,0,20,
2013,8,8,3,19,22,1000,1.79,0,0,20,
2013,8,8,4,19,23,1000,2.68,0,0,17,
2013,8,8,5,19,22,1000,4.47,0,0,19,
2013,8,8,6,19,23,1000,0.89,0,0,21,
2013,8,8,7,19,25,1000,1.78,0,0,22,
2013,8,8,8,20,25,1000,1.79,0,0,29,
2013,8,8,9,19,26,1000,1.79,0,0,41,
2013,8,8,10,20,29,1001,0.89,0,0,33,
2013,8,8,11,19,31,1000,2.68,0,0,27,
2013,8,8,12,19,32,1000,3.13,0,0,35,
2013,8,8,13,17,34,999,7.15,0,0,36,
2013,8,8,14,15,34,999,3.13,0,0,37,
2013,8,8,15,17,35,998,4.92,0,0,31,
2013,8,8,16,20,34,998,8.94,0,0,34,
2013,8,8,17,19,34,998,13.86,0,0,30,
2013,8,8,18,18,32,998,18.78,0,0,31,
2013,8,8,19,21,31,999,22.8,0,0,50,
2013,8,8,20,22,29,1000,0.89,0,0,59,
2013,8,8,21,22,31,1001,4.92,0,0,58,
2013,8,8,22,19,28,1000,1.79,0,0,27,
2013,8,8,23,18,25,1000,4.92,0,0,50,
2013,8,9,0,19,24,1000,8.05,0,0,30,
2013,8,9,1,18,22,1000,12.07,0,0,31,
2013,8,9,2,18,22,1000,15.2,0,0,26,
2013,8,9,3,18,21,1000,16.99,0,0,24,
2013,8,9,4,17,21,1000,20.12,0,0,31,
2013,8,9,5,17,20,1001,24.14,0,0,23,
2013,8,9,6,18,22,1001,25.93,0,0,29,
2013,8,9,7,18,24,1001,29.06,0,0,26,
2013,8,9,8,17,27,1002,30.85,0,0,28,
2013,8,9,9,16,29,1002,33.98,0,0,22,
2013,8,9,10,16,30,1001,1.79,0,0,29,
2013,8,9,11,17,33,1001,1.79,0,0,28,
2013,8,9,12,17,33,1001,3.13,0,0,32,
2013,8,9,13,16,35,1000,1.79,0,0,38,
2013,8,9,14,17,35,1000,4.92,0,0,42,
2013,8,9,15,16,37,1000,1.79,0,0,36,
2013,8,9,16,16,37,999,3.13,0,0,40,
2013,8,9,17,20,35,999,8.05,0,0,36,
2013,8,9,18,19,34,999,12.07,0,0,41,
2013,8,9,19,19,33,1000,16.09,0,0,43,
2013,8,9,20,22,30,1001,17.88,0,0,49,
2013,8,9,21,23,27,1001,18.77,0,0,60,
2013,8,9,22,22,28,1002,20.56,0,0,65,
2013,8,9,23,23,27,1002,22.35,0,0,56,
2013,8,10,0,23,27,1002,1.79,0,0,61,
2013,8,10,1,23,26,1002,2.68,0,0,96,
2013,8,10,2,22,25,1003,0.89,0,0,101,
2013,8,10,3,21,24,1002,2.68,0,0,101,
2013,8,10,4,20,24,1003,4.47,0,0,62,
2013,8,10,5,20,24,1003,6.26,0,0,54,
2013,8,10,6,20,24,1004,0.89,0,0,42,
2013,8,10,7,20,26,1005,1.78,0,0,45,
2013,8,10,8,20,26,1005,4.02,0,0,39,
2013,8,10,9,21,27,1006,0.89,0,0,46,
2013,8,10,10,21,28,1006,1.78,0,0,62,
2013,8,10,11,24,30,1005,2.67,0,0,104,
2013,8,10,12,24,32,1005,1.79,0,0,115,
2013,8,10,13,24,33,1004,3.58,0,0,117,
2013,8,10,14,24,34,1004,1.79,0,0,113,
2013,8,10,15,23,35,1004,4.02,0,0,128,
2013,8,10,16,23,34,1004,8.04,0,0,132,
2013,8,10,17,23,34,1004,12.06,0,0,116,
2013,8,10,18,23,33,1004,15.19,0,0,93,
2013,8,10,19,23,31,1004,16.98,0,0,100,
2013,8,10,20,22,30,1005,18.77,0,0,111,
2013,8,10,21,23,28,1006,0.89,0,0,109,
2013,8,10,22,23,28,1006,1.79,0,0,93,
2013,8,10,23,24,27,1006,3.58,0,0,80,
2013,8,11,0,23,26,1006,0.89,0,0,74,
2013,8,11,1,24,27,1006,1.79,0,0,70,
2013,8,11,2,24,27,1006,3.58,0,0,80,
2013,8,11,3,24,27,1007,6.71,0,0,106,
2013,8,11,4,24,27,1006,8.5,0,0,141,
2013,8,11,5,24,27,1006,0.89,0,0,172,
2013,8,11,6,24,27,1006,1.79,0,0,178,
2013,8,11,7,24,27,1007,3.58,0,0,203,
2013,8,11,8,24,28,1007,5.37,0,1,208,
2013,8,11,9,24,27,1007,4.02,0,3,175,
2013,8,11,10,25,27,1007,1.79,0,0,180,
2013,8,11,11,25,29,1007,4.92,0,0,194,
2013,8,11,12,25,31,1006,8.05,0,0,161,
2013,8,11,13,25,32,1005,11.18,0,0,176,
2013,8,11,14,25,32,1004,15.2,0,0,167,
2013,8,11,15,25,31,1003,19.22,0,1,143,
2013,8,11,16,23,30,1004,22.35,0,2,127,
2013,8,11,17,24,27,1004,0.89,0,3,55,
2013,8,11,18,22,25,1004,4.92,0,4,47,
2013,8,11,19,22,26,1005,8.94,0,0,58,
2013,8,11,20,22,25,1006,3.13,0,1,62,
2013,8,11,21,21,26,1006,3.13,0,0,57,
2013,8,11,22,22,24,1005,1.79,0,1,58,
2013,8,11,23,21,25,1004,3.58,0,2,60,
2013,8,12,0,23,25,1004,7.6,0,0,57,
2013,8,12,1,22,24,1005,10.73,0,0,61,
2013,8,12,2,22,25,1005,13.86,0,1,67,
2013,8,12,3,22,24,1005,16.99,0,2,56,
2013,8,12,4,21,24,1004,18.78,0,0,48,
2013,8,12,5,21,24,1004,20.57,0,0,42,
2013,8,12,6,21,24,1004,22.36,0,0,38,
2013,8,12,7,22,24,1004,24.15,0,0,42,
2013,8,12,8,22,24,1005,25.94,0,0,51,
2013,8,12,9,22,25,1006,29.07,0,0,50,
2013,8,12,10,22,26,1006,32.2,0,0,48,
2013,8,12,11,22,28,1005,35.33,0,0,56,
2013,8,12,12,22,29,1005,38.46,0,0,47,
2013,8,12,13,22,29,1005,41.59,0,0,50,
2013,8,12,14,21,29,1005,45.61,0,0,53,
2013,8,12,15,21,30,1004,49.63,0,0,47,
2013,8,12,16,21,30,1004,52.76,0,0,51,
2013,8,12,17,22,30,1003,55.89,0,0,49,
2013,8,12,18,22,29,1004,59.91,0,0,53,
2013,8,12,19,22,28,1004,63.04,0,0,50,
2013,8,12,20,22,28,1004,66.17,0,0,57,
2013,8,12,21,22,27,1005,0.89,0,0,63,
2013,8,12,22,22,27,1005,1.79,0,0,64,
2013,8,12,23,22,26,1005,2.68,0,0,77,
2013,8,13,0,23,26,1005,3.57,0,0,82,
2013,8,13,1,22,25,1005,5.36,0,0,87,
2013,8,13,2,22,25,1005,7.15,0,0,90,
2013,8,13,3,22,25,1006,10.28,0,0,82,
2013,8,13,4,22,25,1006,12.07,0,0,69,
2013,8,13,5,22,25,1006,12.96,0,0,63,
2013,8,13,6,22,25,1006,14.75,0,0,73,
2013,8,13,7,22,26,1006,16.54,0,0,77,
2013,8,13,8,23,27,1006,0.89,0,0,78,
2013,8,13,9,23,28,1005,1.78,0,0,76,
2013,8,13,10,23,30,1005,2.67,0,0,69,
2013,8,13,11,22,30,1005,3.56,0,0,64,
2013,8,13,12,22,30,1004,4.45,0,0,76,
2013,8,13,13,22,31,1004,1.79,0,0,77,
2013,8,13,14,22,32,1003,3.58,0,0,78,
2013,8,13,15,22,32,1003,6.71,0,0,78,
2013,8,13,16,22,32,1002,10.73,0,0,88,
2013,8,13,17,23,31,1003,14.75,0,0,89,
2013,8,13,18,23,30,1003,17.88,0,0,96,
2013,8,13,19,23,29,1003,21.01,0,0,95,
2013,8,13,20,24,28,1004,21.9,0,0,92,
2013,8,13,21,23,28,1005,1.79,0,0,95,
